Country Name,Country Code,year,Value,Metric
New Zealand,NZL,2024,85.6627596,Rule of Law
New Zealand,NZL,2024,86.41504239999999,Voice and Accountability
Philippines,PHL,2024,54.150555499999996,Government Effectiveness
Philippines,PHL,2024,52.6707116,Political Stability
Philippines,PHL,2024,47.0863157,Rule of Law
Philippines,PHL,2024,50.6282195,Voice and Accountability
South Africa,ZAF,2024,46.9478119,Government Effectiveness
South Africa,ZAF,2024,55.3527432,Political Stability
South Africa,ZAF,2024,57.2693915,Rule of Law
South Africa,ZAF,2024,67.47814389999999,Voice and Accountability
Ukraine,UKR,2024,39.6965613,Government Effectiveness
Ukraine,UKR,2024,58.5097612,Political Stability
Ukraine,UKR,2024,44.5695791,Rule of Law
Ukraine,UKR,2024,54.9063143,Voice and Accountability
